SK_ID_CURR,prediction
440328,0.13606349
351523,0.16802
419272,0.09752468
454394,0.022311006
135896,0.029096017
143121,0.14690633
313559,0.0150080575
216457,0.09949734
406741,0.022628088
140843,0.020707145
331443,0.12808774
409263,0.03179547
189120,0.27524257
119753,0.21282107
261322,0.065427765
419482,0.100549534
212801,0.20381272
167700,0.065735884
205090,0.08177842
422101,0.04294675
434305,0.17088436
232345,0.028455103
210340,0.034661934
224129,0.042850085
441371,0.06072701
341858,0.2760443
205725,0.027171193
193577,0.05750889
114534,0.08215118
424623,0.034027305
312358,0.06442672
451783,0.015420525
400397,0.11560174
219701,0.016448168
205713,0.13402054
180725,0.059027914
339032,0.033226304
232958,0.020259745
191503,0.1270003
163244,0.062049486
338553,0.073698886
134868,0.0485633
123936,0.26113635
423261,0.017891126
278546,0.10472624
339695,0.046825096
429262,0.18662511
137995,0.04573628
240695,0.15128581
392918,0.027185552
181748,0.044490777
339282,0.11644363
440890,0.028111737
362667,0.047513086
291236,0.06421186
319924,0.0695371
247151,0.20941645
118182,0.049673468
290046,0.073037356
317652,0.21183276
136766,0.027449349
155836,0.027170487
111769,0.03404459
416536,0.11629676
113840,0.1282144
130973,0.065669216
368362,0.03877942
355186,0.20925133
251381,0.079777844
393295,0.023769798
249380,0.13921867
113230,0.10197516
442678,0.14077555
211406,0.18687953
181991,0.024969958
163596,0.0604602
189709,0.02948698
229383,0.10143242
280087,0.08094673
167010,0.119803086
410864,0.07510886
124963,0.08722178
359433,0.028504035
147906,0.07370327
333337,0.11839286
161615,0.041820537
170035,0.1582894
268505,0.020385848
334696,0.12785979
171565,0.11656693
249352,0.07709837
303000,0.035019636
238326,0.03452226
104997,0.058661226
345066,0.13640937
430480,0.2520002
111283,0.18678294
127529,0.13017832
225556,0.052701585
144495,0.07017406
334262,0.07838781
374313,0.13570139
433624,0.049835708
413453,0.17217657
449781,0.051937945
335488,0.106505886
395149,0.061380044
415287,0.02108874
262211,0.16437174
155889,0.04014718
451046,0.10775826
150140,0.058866616
146468,0.17536983
428273,0.12815037
288536,0.042497832
278699,0.05421269
404752,0.12093932
225704,0.04212859
262423,0.12481975
279525,0.06205161
253991,0.018084481
105491,0.061208885
332032,0.039928358
368301,0.09047488
319771,0.30501726
421319,0.05272175
451149,0.044052694
293523,0.05700905
349367,0.07635477
108191,0.03807683
182797,0.085272335
260455,0.047192734
236593,0.029532155
424460,0.46601132
440630,0.09620296
209005,0.03505559
391536,0.047596753
380994,0.039267693
243242,0.01825139
211260,0.23234642
408433,0.16976476
309123,0.10052813
140135,0.028094115
227350,0.01788125
247820,0.060328815
386083,0.08066578
328267,0.05393529
420576,0.18760307
147887,0.1201817
144290,0.31657997
401633,0.07255942
339768,0.055514313
317991,0.04180659
154197,0.04185455
145069,0.05739206
151484,0.3731281
264210,0.063153744
216244,0.04975876
426519,0.13750155
221557,0.04422963
207948,0.15642065
113641,0.0643993
254741,0.022578722
451198,0.021720674
407467,0.07306942
103597,0.014495109
301952,0.024155486
443223,0.059022192
108785,0.033384316
410365,0.025645722
352235,0.06898171
437445,0.12151024
405338,0.064346574
449510,0.055842046
298739,0.048972744
366281,0.06811434
335628,0.2355683
234285,0.033070657
174049,0.207834
194083,0.107580476
278347,0.21430983
290319,0.03214956
446495,0.023457699
454614,0.18740903
315962,0.048651174
374834,0.043208163
311160,0.061315328
142077,0.01693651
143733,0.16132839
327482,0.084309466
337081,0.06639697
367979,0.29453588
106890,0.05416756
271048,0.16512156
126556,0.26313648
295341,0.16081016
249663,0.021740574
379971,0.1548253
328407,0.011728998
443731,0.026235115
285381,0.09100028
300518,0.09032832
130883,0.086353384
223756,0.13783136
454507,0.05083592
344130,0.043248508
447175,0.08926422
311830,0.13720879
375826,0.1368081
107932,0.041419446
311114,0.06852629
293836,0.120972075
271438,0.03312635
188064,0.1226076
237433,0.10865684
246381,0.12207893
223383,0.018877871
119037,0.25949547
176753,0.026382156
252766,0.16084027
453057,0.022158047
214831,0.06288457
120511,0.066657834
373008,0.055662937
436907,0.036041237
200210,0.030840369
455387,0.08056355
396419,0.036454376
263923,0.023955919
345605,0.14731652
292047,0.10926801
349410,0.060045313
361794,0.042198293
212606,0.15449457
381294,0.043391325
365821,0.034399666
450922,0.0781847
356504,0.11505976
272876,0.16566545
146790,0.2431449
421927,0.028502768
364030,0.1598028
251250,0.05377626
262139,0.051018115
422864,0.04178355
127414,0.04634267
221907,0.08509695
277605,0.04558254
434880,0.23740847
419637,0.027860388
136631,0.074182265
454573,0.0664717
196134,0.08203094
300327,0.027053634
335226,0.062706664
320230,0.048944846
110464,0.05292737
351260,0.10912603
155245,0.06575921
260917,0.12200534
389158,0.075745724
249297,0.16420306
365980,0.073352344
365380,0.041427217
125034,0.07100784
380469,0.10945839
225033,0.154801
416168,0.19395663
186797,0.025799092
368002,0.16487774
157430,0.04429622
230634,0.04332754
368571,0.053732496
453045,0.049728084
263817,0.029056156
269615,0.14409454
130193,0.083279215
361553,0.09692912
439201,0.058383685
434623,0.03560252
267267,0.13999347
281084,0.087264076
146625,0.0583523
437677,0.072185
108995,0.07356402
164748,0.14098838
237927,0.08043125
210507,0.034528553
206688,0.04557657
381038,0.052578785
315360,0.19364643
312427,0.28615293
161025,0.10029713
400231,0.28818232
119038,0.05015454
177855,0.049002204
296689,0.21190761
273094,0.033454813
278667,0.022179786
421221,0.22661687
214253,0.10712755
209860,0.033377014
293940,0.029263068
105522,0.086025625
431878,0.25121823
119527,0.03976403
166459,0.3682103
174786,0.15459564
298907,0.064976305
354507,0.04711944
430907,0.073903926
278227,0.049697176
318015,0.033472437
148262,0.23101526
207557,0.059993375
312274,0.059692383
187363,0.058172572
127158,0.029295018
254441,0.076756574
114616,0.1224276
188704,0.027451027
452621,0.09048969
405812,0.049825788
267147,0.09964298
152424,0.09662832
145611,0.030221077
366581,0.013968314
294561,0.03786928
111218,0.07394505
260638,0.031031463
297087,0.02814398
238902,0.07152434
267551,0.02888254
439641,0.06096063
439114,0.058000997
418362,0.031958576
228551,0.028264102
392766,0.029809294
149629,0.18858142
445577,0.040930547
254078,0.040961687
186285,0.02245265
113452,0.01721477
268597,0.07118343
432760,0.13225591
158798,0.03348056
136392,0.09696291
409720,0.021894284
415832,0.02876659
146894,0.04662297
124534,0.045113537
391255,0.10057986
233251,0.17314349
421870,0.24750519
144228,0.06945019
134227,0.13607037
153621,0.02187771
272683,0.043547194
421318,0.018427026
215843,0.06286882
269397,0.028446864
222598,0.09825149
119222,0.03841966
174601,0.069940835
262358,0.13958654
132048,0.08973684
365425,0.178484
405659,0.16418883
161420,0.04584863
281156,0.19734107
115921,0.064629905
445231,0.017530799
238543,0.02615214
293335,0.032612078
219030,0.030870583
148146,0.01880276
342766,0.044496067
278818,0.053902034
356544,0.16223176
389681,0.0919561
133199,0.03647071
257519,0.26430562
206855,0.038354084
171854,0.2529026
217768,0.044883344
306036,0.19623241
315805,0.025916116
399336,0.08943194
208921,0.016915761
272652,0.03894978
452087,0.043155316
194198,0.21129492
140919,0.03780747
314838,0.10314141
267420,0.030680003
223036,0.13249937
238154,0.08372877
164113,0.07545392
374890,0.023044525
170394,0.053259693
414103,0.09047078
244869,0.040267866
427354,0.03344542
444245,0.084415235
283762,0.18103926
207611,0.025372367
272600,0.03585057
257453,0.051603794
422712,0.0683754
237163,0.108448245
221184,0.031997375
342903,0.3687766
291342,0.054364998
230231,0.043264627
297796,0.055896245
150370,0.10213461
110904,0.055133894
246922,0.18379515
252761,0.19867359
453779,0.042858887
123084,0.02331086
230079,0.061401356
327516,0.02439687
107366,0.078762025
411868,0.108157784
248595,0.19272736
450047,0.111687206
240634,0.08500537
411693,0.020082511
338287,0.051777758
453623,0.08028818
304056,0.06528837
297009,0.047839284
184706,0.123978876
212341,0.15514301
266604,0.061709907
162006,0.08331987
268838,0.23847619
268181,0.06725641
357080,0.054758266
405793,0.03441817
209519,0.042638488
228428,0.116722696
425473,0.04788208
222406,0.08218893
371737,0.023977006
177502,0.12885499
128411,0.034023136
329738,0.05561216
362765,0.06882276
187443,0.08932915
403471,0.13607018
431183,0.035520382
442697,0.11287665
360025,0.029591471
356610,0.0086944895
453504,0.18326887
362624,0.038719103
180621,0.06405546
363886,0.041236587
101322,0.042484052
232819,0.08816229
290804,0.08154059
346753,0.11492695
283898,0.13778412
165407,0.21026795
214551,0.080380924
206304,0.039397802
199112,0.030864097
380898,0.076680765
320092,0.022014085
168849,0.056316994
337728,0.060041547
107473,0.15265289
109211,0.018002998
443405,0.017381746
112144,0.040376358
133222,0.033237316
278376,0.044503316
326914,0.09431007
150014,0.07069662
262598,0.015168813
308249,0.042094648
312577,0.06748066
419696,0.11962319
210634,0.2167668
140611,0.053340763
324379,0.20700628
260355,0.3751866
352634,0.038931914
178846,0.015667053
178161,0.07696617
299104,0.07578371
221191,0.028034711
337242,0.07250897
153187,0.16680875
222513,0.25568393
408360,0.070959084
278159,0.057049587
443006,0.04409789
325741,0.030436318
315384,0.041274816
122957,0.049015306
176115,0.02326242
276490,0.041476488
228311,0.13777263
356008,0.030257959
424801,0.11566082
330866,0.13335018
321813,0.029480083
281656,0.10365085
274478,0.11211574
104115,0.144391
191106,0.08344943
427879,0.07301888
208632,0.020468673
267850,0.031731654
386441,0.117702916
276760,0.27813432
233119,0.22536752
301671,0.08804912
330233,0.080707654
382941,0.09882182
351514,0.048804436
438067,0.03354722
266103,0.069366165
277540,0.14761147
162381,0.03166083
192363,0.120749936
395727,0.04894839
432589,0.023703873
276272,0.12895179
158297,0.20340867
431877,0.07938481
228313,0.024097286
109133,0.035053533
264853,0.022337008
288272,0.11032301
299155,0.3599732
176099,0.21702668
201136,0.06646016
245159,0.039237335
431503,0.117677
138721,0.29370588
446100,0.23413749
216017,0.121764675
211066,0.17186165
347780,0.046228997
182564,0.09504803
389182,0.10215672
316743,0.046909
361513,0.054742828
283332,0.19842952
252363,0.1268382
390009,0.034235984
397651,0.07723321
454577,0.055665515
452683,0.047101147
329783,0.07177606
316375,0.15476124
434805,0.02947119
151572,0.03174463
115505,0.057355016
393915,0.1175822
296716,0.027696067
135417,0.015331264
263417,0.09923419
324657,0.06539471
410603,0.028553441
123711,0.053241435
213272,0.122194506
411098,0.05892329
416639,0.023889037
330582,0.03920179
213041,0.06683402
443715,0.08772734
159008,0.08963848
129037,0.079316616
315750,0.060660355
177450,0.0769926
103909,0.017920526
195503,0.25195625
360716,0.13582045
106230,0.077926934
250256,0.10209113
339466,0.07918312
217263,0.014143162
439908,0.06353308
341581,0.009267313
312618,0.10156482
180683,0.024982933
307628,0.058931928
182168,0.04470458
151217,0.012300769
280513,0.028440183
297558,0.018666646
332589,0.20226216
339834,0.020319479
303200,0.044416707
274445,0.0728338
329152,0.05104729
277482,0.023949452
189297,0.009919643
148675,0.07065698
244726,0.06378821
451237,0.28913116
338473,0.12626612
172162,0.07923584
287892,0.08235147
353831,0.061192397
258332,0.021654023
382692,0.15807411
423268,0.038547393
254517,0.084959894
440355,0.047933195
233357,0.076512985
129839,0.10469973
332312,0.07846703
302214,0.091337055
317498,0.06115866
215350,0.114281505
429070,0.02566691
381848,0.022686077
144209,0.10961348
362266,0.056619417
429005,0.12869664
285894,0.048356496
358526,0.029666303
454051,0.051341143
290217,0.06872739
362549,0.101353936
239528,0.08877037
297090,0.22829029
202856,0.28620178
305835,0.034013897
168760,0.05097156
336893,0.0404694
174425,0.07191166
298201,0.093607746
252352,0.09555882
107029,0.036672413
250338,0.02011805
263818,0.08957825
125342,0.12921862
229872,0.1475189
152250,0.033351324
336044,0.25572637
365874,0.028917106
453270,0.04395286
192232,0.10902471
327313,0.040871456
422038,0.037513997
182632,0.0491314
141683,0.030181894
240832,0.13580382
133975,0.02712138
226114,0.062379487
375786,0.18273883
166177,0.07755246
142154,0.06634114
191779,0.05890262
386049,0.07913253
121030,0.035909995
260570,0.047015943
191245,0.3488173
178075,0.082245864
116112,0.1335883
404656,0.029913941
322041,0.046903927
195947,0.06550049
375628,0.03640904
199854,0.010513543
357355,0.04765145
336630,0.33385098
435105,0.14467627
187212,0.107895404
227727,0.026984006
285239,0.21855925
117919,0.025735918
161402,0.030833233
314413,0.04820342
281335,0.1798296
377845,0.22117768
273459,0.054777604
160944,0.044150237
290149,0.012304031
250422,0.34424654
268229,0.14066502
162134,0.035984777
287074,0.02173468
158380,0.041927796
101968,0.012634576
438618,0.048498083
381902,0.03277951
336170,0.033122655
269336,0.013774924
387303,0.048347205
166726,0.05861016
184580,0.035000306
421947,0.04338978
141781,0.038179554
103656,0.20032242
323683,0.105701074
386960,0.039331824
199349,0.18756442
265223,0.046643797
382690,0.025259279
168016,0.0457412
147187,0.020528086
352894,0.14652666
318796,0.2417778
386577,0.18883766
367968,0.041689403
294022,0.07283689
284603,0.11050384
124122,0.12303421
368440,0.14747843
212272,0.15145561
122412,0.16483705
164487,0.06432876
238446,0.04725377
120419,0.028705256
107910,0.10278191
197248,0.6092837
302600,0.032049876
101309,0.08916071
331667,0.12770915
432934,0.04845241
436848,0.10457094
169813,0.02450624
309835,0.031617098
343240,0.038805537
345215,0.06573243
383982,0.030383432
132910,0.04549133
439062,0.0870977
348610,0.046019968
282819,0.057415307
243391,0.036486935
358684,0.012417978
332883,0.033889525
210288,0.06830152
214058,0.027625551
370992,0.030710295
165965,0.057415396
142017,0.057678677
364868,0.05708528
219638,0.03345434
445777,0.16960013
167568,0.091543846
439474,0.065562785
105288,0.16239806
309254,0.05348303
254166,0.053442046
173044,0.03686535
215994,0.019874457
357838,0.032031156
123161,0.0692426
445622,0.07486372
435213,0.035367064
110762,0.029193696
403627,0.13369228
357574,0.050959982
138410,0.08717849
199285,0.021857494
179498,0.08955799
292630,0.022370718
201380,0.15062094
125072,0.24239756
165214,0.03771988
294464,0.02885835
195139,0.039831225
416102,0.13726445
189568,0.107427284
447953,0.06395427
375224,0.061520815
126086,0.26180995
180238,0.085586235
417985,0.09363578
240238,0.0500824
296617,0.04119483
139550,0.15153599
389821,0.08177654
245809,0.04101971
100485,0.051235504
125197,0.10524304
368500,0.04478695
181913,0.04616925
425085,0.017278925
162638,0.052032545
255815,0.035435617
362047,0.033711538
175567,0.047187943
323864,0.17302057
114378,0.2869938
270416,0.2365956
437629,0.04192579
322545,0.12096667
179822,0.049172007
214083,0.06269607
320327,0.084747516
326765,0.06375201
419074,0.036098167
138918,0.06549468
313160,0.05047297
200529,0.14926556
327918,0.14915279
440011,0.05618584
409207,0.19449307
204975,0.0910209
157215,0.03312953
222820,0.069960065
195623,0.15051034
299584,0.08892221
430474,0.0410057
450541,0.13232592
144515,0.07489548
229839,0.06299612
129859,0.04842559
139470,0.21718727
344413,0.05891269
346793,0.05152263
419744,0.05972708
235016,0.119655654
221856,0.07497075
370399,0.08160397
154082,0.17859837
232875,0.04481165
178449,0.13137817
178198,0.09001344
381062,0.026496865
283518,0.14577986
289713,0.049191374
401622,0.032461796
145037,0.14240095
139626,0.020337174
127119,0.029997041
417313,0.2810551
200954,0.17862444
338484,0.02526043
149093,0.042274743
262899,0.025881547
434486,0.044750452
189168,0.06519159
233466,0.08016774
278783,0.033524394
354332,0.030333782
218230,0.081934296
266597,0.07040766
210258,0.055424687
263854,0.028631158
297137,0.08248744
213682,0.11440545
429761,0.04364136
339749,0.029060759
161345,0.010192502
305274,0.045764476
223023,0.031797715
355833,0.17413878
236007,0.04936491
133809,0.024008948
182941,0.16914734
455394,0.10902488
321228,0.014303377
184891,0.09894035
328263,0.026586467
387247,0.02473116
173863,0.17854908
141261,0.018148394
118688,0.04689313
125846,0.045974888
344993,0.014028805
175019,0.109176874
152768,0.060378004
214111,0.026297556
146612,0.21232799
444591,0.05267576
111995,0.03684483
176751,0.07592829
231080,0.061502766
419255,0.03048107
206238,0.059875786
324221,0.042940814
169425,0.12909819
212271,0.088101394
442155,0.07008343
343688,0.14591461
195141,0.087915584
257115,0.24948613
252385,0.019670999
188113,0.12305071
323725,0.102751836
287421,0.056545157
286074,0.033382017
336659,0.043734144
306026,0.029726066
156520,0.03951092
281144,0.023572203
262886,0.115970805
312360,0.048141308
234888,0.09646054
174299,0.034100268
117987,0.16309716
124781,0.17999467
189815,0.015111143
409499,0.3163661
262174,0.035427134
248086,0.10256058
250160,0.020924943
440049,0.120775774
196803,0.042819284
193383,0.1355747
213725,0.036561705
178598,0.07083296
325640,0.026405634
292815,0.043908548
237883,0.026408497
124918,0.04625719
187106,0.055814102
160474,0.071400166
131547,0.057009805
254882,0.021739777
103482,0.024378093
233804,0.055645872
135503,0.1447593
140229,0.19371529
359144,0.074266315
436223,0.090186246
431398,0.0489103
428808,0.029720224
348830,0.03755317
141266,0.010521453
264171,0.04670279
178627,0.03099735
217047,0.20457388
359740,0.073375195
212495,0.009676945
135670,0.05658914
299233,0.09559608
399748,0.046262078
310013,0.023902325
198418,0.063944876
198693,0.10352591
355664,0.0129506895
110920,0.052155737
168234,0.047669277
126945,0.03638565
182119,0.021921927
447434,0.10514441
208993,0.020668095
299646,0.05731935
336123,0.04755336
151616,0.1164773
270205,0.073794976
266326,0.12828483
272395,0.14009699
353872,0.028823098
197816,0.027356466
401266,0.043708634
159496,0.27683914
396982,0.055415567
354530,0.03668374
227747,0.24928643
171572,0.06827992
113472,0.028230555
144319,0.05829095
427905,0.017894436
285644,0.035276443
445414,0.021662006
383847,0.06802225
309796,0.090876974
127482,0.039327655
105902,0.024208957
126704,0.026407689
222116,0.08510434
131674,0.024382528
294131,0.015264453
410396,0.10050584
312150,0.12363741
218219,0.048168603
297819,0.11776105
415454,0.044558603
102647,0.019151445
350413,0.17997782
141284,0.07237474
454026,0.15967841
435041,0.057706874
110609,0.037968744
364168,0.076978795
421894,0.1859489
357620,0.101514004
227851,0.022844605
440212,0.028919151
385636,0.12956315
272015,0.08366758
160452,0.044422973
141343,0.101953305
380398,0.04926433
158173,0.088433154
215472,0.1554919
434508,0.07144556
385861,0.09399301
171957,0.20972627
244371,0.03448725
369652,0.1799872
232241,0.033607792
133553,0.17386004
266275,0.04338229
218440,0.03105718
114088,0.013562405
112575,0.075121686
249143,0.033973757
438137,0.03718694
251849,0.09895082
338388,0.11468548
329699,0.016565027
335907,0.031468287
222030,0.15605092
396722,0.026773999
176402,0.036237836
315991,0.047646433
291964,0.027113354
332292,0.096686676
101040,0.041708477
408296,0.06236919
173494,0.09882859
253659,0.08798893
330256,0.09326727
317310,0.1014424
117565,0.11220763
279443,0.15977587
155869,0.12499684
390154,0.0463229
383627,0.053290654
128649,0.22595991
152370,0.078389235
234439,0.09661807
329436,0.0111574475
187324,0.031206133
233230,0.026028996
432359,0.3208847
379681,0.16042319
228262,0.048371088
216854,0.025686892
107178,0.25545165
238331,0.043936636
413200,0.05412675
214026,0.039057054
312992,0.38820997
253732,0.027679952
454951,0.055209644
112138,0.12585111
293337,0.021784022
441485,0.03554794
112494,0.083420575
362161,0.025022333
177261,0.040687464
238604,0.1272888
299617,0.08742616
124101,0.13245046
108138,0.042226136
228740,0.10927741
448436,0.012232272
129913,0.03971915
395953,0.07238964
211318,0.06949793
188642,0.06160129
126560,0.21713825
262668,0.11427966
240385,0.03793035
323310,0.015748251
144751,0.11730827
448089,0.08742007
259795,0.12397578
242351,0.013380374
118017,0.02734352
120965,0.035262126
406839,0.08036178
185768,0.20688371
452575,0.017541101
265573,0.09349525
373442,0.12555514
443125,0.15478352
170247,0.08029864
200892,0.026320094
377031,0.055677764
220592,0.14419487
242846,0.052239884
323933,0.06601883
110051,0.06338037
276970,0.041579425
420994,0.10294074
404978,0.056791585
312881,0.04908524
103441,0.06340945
392596,0.33600563
238733,0.029828662
393212,0.037079442
358875,0.11377
381822,0.07578537
259955,0.13928984
316500,0.1551183
380258,0.11519699
338830,0.44010347
416284,0.11018767
250392,0.13603535
234587,0.209591
196765,0.065146446
440845,0.047267288
365876,0.03835638
274550,0.07054218
446455,0.041352704
187216,0.2096184
312778,0.10358258
313119,0.045666225
154328,0.16153711
381492,0.06773812
393811,0.15829298
441186,0.04602806
208676,0.12474541
226922,0.1270626
237298,0.0661823
256260,0.057117794
280763,0.08117441
331830,0.030548079
342907,0.03495543
213130,0.027882721
401551,0.04927618
395023,0.18046322
257291,0.06398372
330175,0.038958248
279899,0.055097032
319249,0.026682885
216356,0.09106085
224588,0.051177204
132444,0.11983616
157779,0.12920746
189161,0.2391825
370054,0.036631912
381442,0.024036068
185205,0.09420486
280421,0.028871862
205454,0.020252373
335515,0.045854937
150491,0.048852324
146205,0.033360165
402147,0.0435226
357629,0.025107583
348193,0.20872152
301182,0.13356854
309619,0.24686512
364044,0.05470255
166000,0.21709974
452742,0.029433174
325904,0.22219943
292014,0.03853028
373670,0.03222548
107754,0.0318116
421907,0.2245345
152168,0.10401676
217345,0.11020131
370119,0.19195347
225801,0.06724886
226182,0.13662957
210015,0.0304682
436971,0.04408357
378437,0.046737045
182059,0.04299133
145190,0.015427499
350663,0.11486316
196192,0.026779123
141755,0.029535988
421789,0.032993812
268263,0.0850193
204289,0.06576983
445879,0.03164788
375462,0.027653316
186942,0.08140851
442745,0.015677072
395410,0.03706136
258324,0.05749706
289081,0.062186584
237510,0.067886196
217277,0.14868985
330644,0.04426522
200469,0.08603714
325902,0.09284094
181133,0.06642761
362898,0.10545859
429941,0.03585101
275803,0.06961087
445344,0.039239693
363490,0.05721042
309375,0.075224325
269651,0.045703012
382279,0.059814967
239580,0.05493536
326828,0.11208476
120504,0.08756618
431516,0.050193254
425393,0.0283601
288833,0.14210771
419126,0.11071854
408562,0.07401331
450975,0.06934059
295755,0.051705334
334619,0.41762584
406164,0.045101028
110169,0.024077218
251971,0.052414324
287048,0.11715184
269432,0.04493689
320581,0.052832596
372480,0.077973664
361223,0.08238223
354143,0.037714534
402190,0.13068794
385022,0.15397833
337507,0.2621219
219557,0.017625175
453037,0.08312252
207115,0.057264425
290185,0.1463098
105080,0.087257616
391657,0.050412107
177827,0.040787198
310626,0.047209676
136732,0.05753237
450506,0.11608931
301341,0.046250034
277899,0.1081947
